"Subject" "Location" "TrialNum" "Target1" "Target2" "Resp1" "Resp2"
"051" "C" 19 9 3 14 3
"051" "D" 8 2 1 3 5
"051" "D" 11 2 1 4 3
"051" "D" 13 2 1 4 3
"051" "D" 15 2 1 4 4
"051" "D" 25 2 1 4 6
"051" "E" 3 11 10 16 9
"051" "E" 4 11 10 15 11
"051" "E" 17 11 10 16 11
"051" "E" 20 11 10 16 11
"051" "E" 22 11 10 19 11
"052" "A" 1 2 10 3 11
"052" "A" 13 2 10 3 11
"052" "A" 14 2 10 3 11
"052" "A" 15 2 10 2 11
"052" "A" 24 2 10 2 10
"052" "B" 2 5 5 10 5
"052" "B" 3 5 5 9 3
"052" "B" 10 5 5 11 1
"052" "B" 16 5 5 8 3
"052" "B" 23 5 5 10 3
"052" "C" 5 9 3 15 4
"052" "C" 8 9 3 14 5
"052" "C" 11 9 3 15 2
"052" "C" 18 9 3 14 4
"052" "C" 25 9 3 13 4
"052" "D" 4 2 1 3 3
"052" "D" 17 2 1 3 1
"052" "D" 20 2 1 4 2
"052" "D" 21 2 1 3 1
"052" "D" 22 2 1 2 3
"052" "E" 6 11 10 13 11
"052" "E" 7 11 10 17 11
"052" "E" 9 11 10 14 10
"052" "E" 12 11 10 16 10
"052" "E" 19 11 10 12 11
"053" "A" 2 2 10 5 11
"053" "A" 6 2 10 4 11
"053" "A" 8 2 10 6 11
"053" "A" 11 2 10 2 11
"053" "A" 16 2 10 3 11
"053" "B" 1 5 5 6 6
"053" "B" 17 5 5 7 6
"053" "B" 18 5 5 6 4
"053" "B" 23 5 5 8 3
"053" "B" 24 5 5 6 6
"053" "C" 3 9 3 17 4
"053" "C" 4 9 3 18 2
"053" "C" 9 9 3 17 5
"053" "C" 20 9 3 17 4
"053" "C" 25 9 3 18 3
"053" "D" 12 2 1 5 4
"053" "D" 13 2 1 5 1
"053" "D" 14 2 1 4 1
"053" "D" 15 2 1 4 2
"053" "D" 21 2 1 17 2
"053" "E" 5 11 10 18 11
"053" "E" 7 11 10 16 11
"053" "E" 10 11 10 17 11
"053" "E" 19 11 10 18 11
"053" "E" 22 11 10 19 11
"054" "A" 7 2 10 4 10
"054" "A" 8 2 10 3 10
"054" "A" 11 2 10 3 10
"054" "A" 12 2 10 2 11
"054" "A" 19 2 10 4 10
"054" "B" 1 5 5 10 6
"054" "B" 2 5 5 12 5
"054" "B" 3 5 5 10 5
"054" "B" 17 5 5 10 4
"054" "B" 21 5 5 10 6
"054" "C" 5 9 3 12 2
"054" "C" 14 9 3 15 1
"054" "C" 16 9 3 13 1
"054" "C" 20 9 3 14 2
"054" "C" 22 9 3 14 2
"054" "D" 4 2 1 4 2
"054" "D" 6 2 1 5 4
"054" "D" 10 2 1 6 5
"054" "D" 23 2 1 4 5
"054" "D" 24 2 1 3 6
"054" "E" 9 11 10 13 11
"054" "E" 13 11 10 14 10
"054" "E" 15 11 10 16 11
"054" "E" 18 11 10 15 9
"054" "E" 25 11 10 14 11
"055" "A" 2 2 10 4 10
"055" "A" 5 2 10 7 10
"055" "A" 7 2 10 6 9
"055" "A" 11 2 10 6 11
"055" "A" 19 2 10 4 11
"055" "B" 1 5 5 10 3
"055" "B" 3 5 5 9 5
"055" "B" 9 5 5 10 1
"055" "B" 13 5 5 11 1
"055" "B" 25 5 5 9 4
"055" "C" 4 9 3 14 4
"055" "C" 6 9 3 13 3
"055" "C" 8 9 3 11 4
"055" "C" 12 9 3 12 3
"055" "C" 16 9 3 12 3
"055" "D" 15 2 1 5 1
"055" "D" 17 2 1 6 2
"055" "D" 20 2 1 4 1
"055" "D" 21 2 1 4 2
"055" "D" 24 2 1 5 2
"055" "E" 10 11 10 16 10
"055" "E" 14 11 10 17 10
"055" "E" 18 11 10 15 11
"055" "E" 22 11 10 16 11
"055" "E" 23 11 10 15 11
"056" "A" 3 2 10 7 11
"056" "A" 11 2 10 4 11
"056" "A" 12 2 10 4 11
"056" "A" 18 2 10 5 11
"056" "A" 22 2 10 5 11
"056" "B" 8 5 5 9 8
"056" "B" 9 5 5 12 8
"056" "B" 13 5 5 8 8
"056" "B" 17 5 5 9 9
"056" "B" 19 5 5 8 9
"056" "C" 4 9 3 14 4
"056" "C" 7 9 3 16 3
"056" "C" 10 9 3 13 5
"056" "C" 15 9 3 13 2
"056" "C" 20 9 3 12 3
"056" "D" 1 2 1 6 4
"056" "D" 2 2 1 6 4
"056" "D" 5 2 1 6 3
"056" "D" 6 2 1 4 1
"056" "D" 25 2 1 3 1
"056" "E" 14 11 10 18 11
"056" "E" 16 11 10 16 11
"056" "E" 21 11 10 18 11
"056" "E" 23 11 10 17 11
"056" "E" 24 11 10 18 10
"057" "A" 3 2 10 3 11
"057" "A" 13 2 10 4 11
"057" "A" 14 2 10 4 10
"057" "A" 15 2 10 3 9
"057" "A" 17 2 10 2 11
"057" "B" 10 5 5 9 8
"057" "B" 12 5 5 10 6
"057" "B" 16 5 5 8 6
"057" "B" 18 5 5 5 9
"057" "B" 25 5 5 8 5
"057" "C" 1 9 3 15 4
"057" "C" 5 9 3 13 4
"057" "C" 7 9 3 12 3
"057" "C" 11 9 3 15 4
"057" "C" 22 9 3 16 2
"057" "D" 2 2 1 5 2
"057" "D" 6 2 1 5 1
"057" "D" 20 2 1 3 2
"057" "D" 23 2 1 5 1
"057" "D" 24 2 1 6 4
"057" "E" 4 11 10 11 11
"057" "E" 8 11 10 16 10
"057" "E" 9 11 10 12 10
"057" "E" 19 11 10 13 10
"057" "E" 21 11 10 16 7
"058" "A" 3 2 10 5 11
"058" "A" 4 2 10 3 10
"058" "A" 13 2 10 3 11
"058" "A" 19 2 10 3 11
"058" "A" 25 2 10 4 11
"058" "B" 7 5 5 7 6
"058" "B" 9 5 5 5 6
"058" "B" 11 5 5 6 6
"058" "B" 14 5 5 5 6
"058" "B" 24 5 5 6 7
"058" "C" 10 9 3 16 2
"058" "C" 12 9 3 16 1
"058" "C" 16 9 3 15 1
"058" "C" 20 9 3 15 2
"058" "C" 22 9 3 16 1
"058" "D" 8 2 1 3 1
"058" "D" 17 2 1 2 2
"058" "D" 18 2 1 2 1
"058" "D" 21 2 1 2 2
"058" "D" 23 2 1 3 1
"058" "E" 1 11 10 15 11
"058" "E" 2 11 10 14 9
"058" "E" 5 11 10 15 10
"058" "E" 6 11 10 16 11
"058" "E" 15 11 10 16 10
"060" "A" 6 2 10 3 11
"060" "A" 7 2 10 4 11
"060" "A" 15 2 10 4 11
"060" "A" 20 2 10 3 8
"060" "A" 22 2 10 4 9
"060" "B" 2 5 5 9 7
"060" "B" 9 5 5 7 6
"060" "B" 16 5 5 10 5
"060" "B" 19 5 5 10 6
"060" "B" 21 5 5 11 9
"060" "C" 4 9 3 11 4
"060" "C" 5 9 3 12 5
"060" "C" 8 9 3 8 6
"060" "C" 10 9 3 9 5
"060" "C" 23 9 3 11 6
"060" "D" 3 2 1 5 3
"060" "D" 11 2 1 3 1
"060" "D" 17 2 1 3 1
"060" "D" 18 2 1 3 3
"060" "D" 24 2 1 3 2
"060" "E" 1 11 10 12 8
"060" "E" 12 11 10 14 10
"060" "E" 13 11 10 14 11
"060" "E" 14 11 10 13 8
"060" "E" 25 11 10 15 11
"061" "A" 4 2 10 5 11
"061" "A" 6 2 10 1 11
"061" "A" 16 2 10 2 11
"061" "A" 22 2 10 2 11
"061" "A" 23 2 10 2 11
"061" "B" 3 5 5 7 9
"061" "B" 9 5 5 8 9
"061" "B" 15 5 5 1 9
"061" "B" 17 5 5 8 8
"061" "B" 21 5 5 8 9
"061" "C" 5 9 3 10 2
"061" "C" 8 9 3 13 3
"061" "C" 11 9 3 14 3
"061" "C" 13 9 3 19 3
"061" "C" 14 9 3 19 2
"061" "D" 10 2 1 8 1
"061" "D" 18 2 1 8 1
"061" "D" 19 2 1 8 1
"061" "D" 20 2 1 8 2
"061" "D" 25 2 1 6 3
"061" "E" 1 11 10 10 11
"061" "E" 2 11 10 12 11
"061" "E" 7 11 10 14 11
"061" "E" 12 11 10 16 11
"061" "E" 24 11 10 15 11
"063" "A" 11 2 10 4 10
"063" "A" 16 2 10 4 11
"063" "A" 17 2 10 4 10
"063" "A" 20 2 10 4 11
"063" "A" 25 2 10 4 11
"063" "B" 1 5 5 8 5
"063" "B" 2 5 5 8 7
"063" "B" 3 5 5 10 6
"063" "B" 7 5 5 9 7
"063" "B" 8 5 5 10 5
"063" "C" 4 9 3 14 1
"063" "C" 5 9 3 14 2
"063" "C" 9 9 3 12 1
"063" "C" 15 9 3 12 2
"063" "C" 22 9 3 12 2
"063" "D" 10 2 1 4 2
"063" "D" 14 2 1 3 3
"063" "D" 18 2 1 2 2
"063" "D" 21 2 1 3 4
"063" "D" 24 2 1 5 2
"063" "E" 6 11 10 10 11
"063" "E" 12 11 10 14 11
"063" "E" 13 11 10 14 11
"063" "E" 19 11 10 13 10
"063" "E" 23 11 10 11 11
"064" "A" 5 2 10 6 11
"064" "A" 16 2 10 5 9
"064" "A" 17 2 10 4 11
"064" "A" 22 2 10 5 10
"064" "A" 23 2 10 4 10
"064" "B" 4 5 5 12 6
"064" "B" 19 5 5 12 3
"064" "B" 20 5 5 12 5
"064" "B" 21 5 5 13 6
"064" "B" 24 5 5 12 8
"064" "C" 1 9 3 16 2
"064" "C" 3 9 3 13 3
"064" "C" 6 9 3 12 3
"064" "C" 7 9 3 15 3
"064" "C" 11 9 3 13 3
"064" "D" 8 2 1 5 3
"064" "D" 9 2 1 4 2
"064" "D" 10 2 1 5 1
"064" "D" 12 2 1 3 3
"064" "D" 25 2 1 6 4
"064" "E" 2 11 10 16 11
"064" "E" 13 11 10 13 11
"064" "E" 14 11 10 15 10
"064" "E" 15 11 10 15 11
"064" "E" 18 11 10 14 10
"065" "A" 1 2 10 5 11
"065" "A" 8 2 10 5 10
"065" "A" 11 2 10 5 10
"065" "A" 20 2 10 5 11
"065" "A" 25 2 10 5 11
"065" "B" 10 5 5 7 4
"065" "B" 12 5 5 9 8
"065" "B" 13 5 5 10 5
"065" "B" 16 5 5 10 7
"065" "B" 17 5 5 9 6
"065" "C" 6 9 3 11 6
"065" "C" 7 9 3 12 5
"065" "C" 15 9 3 13 5
"065" "C" 21 9 3 13 3
"065" "C" 23 9 3 12 6
"065" "D" 2 2 1 5 4
"065" "D" 3 2 1 5 4
"065" "D" 4 2 1 5 3
"065" "D" 9 2 1 5 3
"065" "D" 22 2 1 5 3
"065" "E" 5 11 10 10 11
"065" "E" 14 11 10 15 10
"065" "E" 18 11 10 14 10
"065" "E" 19 11 10 13 11
"065" "E" 24 11 10 13 11
"066" "A" 1 2 10 3 10
"066" "A" 4 2 10 3 11
"066" "A" 12 2 10 4 11
"066" "A" 17 2 10 3 11
"066" "A" 19 2 10 4 11
"066" "B" 3 5 5 5 6
"066" "B" 5 5 5 5 7
"066" "B" 9 5 5 5 7
"066" "B" 16 5 5 5 6
"066" "B" 21 5 5 7 6
"066" "C" 6 9 3 13 3
"066" "C" 10 9 3 15 4
"066" "C" 11 9 3 13 7
"066" "C" 20 9 3 17 4
"066" "C" 25 9 3 15 6
"066" "D" 2 2 1 9 1
"066" "D" 7 2 1 9 1
"066" "D" 14 2 1 6 2
"066" "D" 15 2 1 6 3
"066" "D" 22 2 1 9 1
"066" "E" 8 11 10 17 7
"066" "E" 13 11 10 19 8
"066" "E" 18 11 10 19 10
"066" "E" 23 11 10 19 9
"066" "E" 24 11 10 19 10


